application_id,destination_country,visa_type,nationality,application_date,decision_date,processing_time_days,visa_status,processing_center,biometric_required,interview_required,application_mode
VISA000516,Australia,Visiting,Nigeria,2022-09-10,2022-11-24,75,Rejected,Bengaluru,Yes,Yes,Offline
VISA000517,USA,Tourist,Bangladesh,2023-05-14,2023-06-08,25,Approved,Beijing,Yes,Yes,Online
VISA000518,UK,Student,Brazil,2022-02-04,2022-05-10,95,Rejected,Sao Paulo,Yes,Yes,Online
VISA000519,UK,Work,India,2023-12-28,2024-02-14,48,Approved,Abuja,Yes,No,Online
VISA000520,Canada,Visiting,Bangladesh,2022-03-31,2022-05-07,37,Approved,Beijing,Yes,Yes,Offline
VISA000521,Australia,Student,Bangladesh,2023-08-28,2023-10-18,51,Approved,Mumbai,No,Yes,Online
VISA000522,USA,Student,China,2023-08-25,2023-10-03,39,Approved,Bengaluru,Yes,No,Online
VISA000523,Australia,Visiting,China,2023-02-22,2023-04-23,60,Approved,Manila,Yes,Yes,Online
VISA000524,Australia,Visiting,India,2022-04-25,2022-07-09,75,Rejected,Abuja,Yes,No,Online
VISA000525,Canada,Student,Philippines,2023-09-09,2023-10-19,40,Approved,Shanghai,Yes,Yes,Offline
VISA000526,Australia,Tourist,Philippines,2022-07-15,2022-09-16,63,Approved,Manila,Yes,No,Online
VISA000527,USA,Student,Bangladesh,2023-05-16,2023-06-17,32,Approved,Dhaka,Yes,No,Online
VISA000528,USA,Visiting,China,2023-09-18,2023-11-27,70,Rejected,Bengaluru,Yes,No,Offline
VISA000529,Canada,Student,Brazil,2023-05-08,2023-07-08,61,Approved,Chennai,No,Yes,Online
VISA000530,Australia,Tourist,Brazil,2022-03-16,2022-05-26,71,Rejected,Shanghai,No,Yes,Online
VISA000531,USA,Work,Bangladesh,2023-02-17,2023-04-11,53,Approved,Mumbai,Yes,No,Online
VISA000532,Australia,Work,China,2023-01-11,2023-02-28,48,Approved,Bengaluru,Yes,Yes,Online
VISA000533,Australia,Student,India,2023-02-24,2023-05-02,67,Rejected,Beijing,Yes,Yes,Online
VISA000534,Australia,Tourist,India,2023-12-30,2024-02-03,35,Approved,Sao Paulo,Yes,No,Offline
VISA000535,Canada,Work,India,2022-10-04,2022-11-01,28,Approved,Beijing,Yes,Yes,Online
VISA000536,Australia,Student,Brazil,2023-11-07,2023-12-31,54,Approved,Beijing,No,Yes,Online
VISA000537,USA,Student,China,2023-01-29,2023-03-19,49,Approved,Dhaka,No,Yes,Offline
VISA000538,Australia,Tourist,China,2023-04-02,2023-06-04,63,Approved,Abuja,No,Yes,Online
VISA000539,USA,Visiting,Brazil,2022-07-11,2022-09-20,71,Rejected,Chennai,Yes,Yes,Online
VISA000540,Australia,Student,India,2023-11-20,2024-01-21,62,Approved,Shanghai,No,No,Online
VISA000541,USA,Visiting,India,2022-04-09,2022-06-18,70,Rejected,Abuja,No,Yes,Offline
VISA000542,USA,Visiting,Bangladesh,2023-07-02,2023-08-30,59,Approved,Bengaluru,Yes,No,Offline
VISA000543,Australia,Work,Philippines,2022-04-06,2022-06-07,62,Approved,Beijing,Yes,No,Offline
VISA000544,Australia,Visiting,Nigeria,2023-10-26,2023-12-18,53,Approved,Dhaka,No,No,Offline
VISA000545,USA,Tourist,Philippines,2023-10-25,2023-12-25,61,Approved,Bengaluru,Yes,Yes,Online
VISA000546,UK,Work,China,2022-07-09,2022-09-04,57,Approved,Sao Paulo,Yes,No,Online
VISA000547,Canada,Work,China,2022-02-06,2022-04-06,59,Approved,Chennai,Yes,Yes,Offline
VISA000548,UK,Work,China,2023-01-04,2023-02-25,52,Approved,Shanghai,Yes,Yes,Online
VISA000549,UK,Student,Philippines,2023-11-26,2024-02-01,67,Rejected,Sao Paulo,Yes,No,Online
VISA000550,Australia,Student,Nigeria,2023-06-09,2023-07-23,44,Approved,Dhaka,No,Yes,Online
VISA000551,Canada,Visiting,Bangladesh,2022-10-06,2022-11-29,54,Approved,Chennai,Yes,No,Online
VISA000552,UK,Work,Philippines,2022-08-05,2022-10-18,74,Rejected,Bengaluru,Yes,Yes,Offline
VISA000553,Australia,Work,Nigeria,2022-09-30,2022-11-09,40,Approved,Beijing,Yes,No,Online
VISA000554,UK,Tourist,India,2022-03-03,2022-03-25,22,Approved,Beijing,Yes,Yes,Online
VISA000555,UK,Visiting,India,2023-08-19,2023-10-18,60,Approved,Beijing,Yes,No,Offline
VISA000556,Australia,Tourist,China,2023-12-30,2024-02-19,51,Approved,Manila,Yes,Yes,Online
VISA000557,Australia,Visiting,Brazil,2022-12-08,2023-02-16,70,Rejected,Beijing,Yes,Yes,Online
VISA000558,Australia,Visiting,China,2023-02-01,2023-03-26,53,Approved,Manila,Yes,Yes,Online
VISA000559,Canada,Student,Brazil,2023-11-30,2024-01-14,45,Approved,Mumbai,Yes,Yes,Offline
VISA000560,UK,Student,Nigeria,2022-01-19,2022-03-13,53,Approved,Manila,Yes,Yes,Offline
VISA000561,Australia,Tourist,India,2022-06-26,2022-09-05,71,Rejected,Chennai,Yes,Yes,Offline
VISA000562,USA,Visiting,Philippines,2023-09-04,2023-11-06,63,Approved,Sao Paulo,Yes,Yes,Online
VISA000563,UK,Work,Brazil,2023-01-31,2023-02-18,18,Approved,Chennai,No,Yes,Online
VISA000564,USA,Student,Nigeria,2023-03-21,2023-05-17,57,Approved,Sao Paulo,Yes,Yes,Offline
VISA000565,Canada,Work,India,2022-08-21,2022-10-18,58,Approved,Mumbai,Yes,No,Offline
VISA000566,Australia,Tourist,Philippines,2022-03-17,2022-05-10,54,Approved,Sao Paulo,Yes,No,Online
VISA000567,USA,Student,Brazil,2022-09-22,2022-11-06,45,Approved,Sao Paulo,Yes,No,Online
VISA000568,Canada,Student,China,2023-03-31,2023-06-11,72,Rejected,Dhaka,No,No,Offline
VISA000569,Australia,Visiting,China,2023-12-19,2024-03-01,73,Rejected,Abuja,Yes,Yes,Offline
VISA000570,USA,Tourist,China,2023-01-19,2023-02-09,21,Approved,Abuja,Yes,Yes,Offline
VISA000571,USA,Visiting,Nigeria,2023-07-18,2023-08-30,43,Approved,Dhaka,Yes,Yes,Offline
VISA000572,Canada,Student,China,2023-05-21,2023-07-12,52,Approved,Beijing,Yes,No,Online
VISA000573,Australia,Tourist,Bangladesh,2023-01-02,2023-03-12,69,Rejected,Dhaka,No,No,Online
VISA000574,Australia,Student,India,2022-05-24,2022-07-18,55,Approved,Sao Paulo,Yes,Yes,Online
VISA000575,USA,Tourist,Nigeria,2022-03-10,2022-04-23,44,Approved,Sao Paulo,Yes,Yes,Online
VISA000576,USA,Student,Philippines,2022-04-09,2022-06-13,65,Approved,Dhaka,Yes,Yes,Online
VISA000577,USA,Work,China,2023-01-31,2023-03-23,51,Approved,Dhaka,Yes,Yes,Online
VISA000578,Australia,Work,India,2022-01-25,2022-03-19,53,Approved,Beijing,No,Yes,Online
VISA000579,Canada,Visiting,Brazil,2023-04-14,2023-06-07,54,Approved,Chennai,Yes,Yes,Online
VISA000580,Canada,Work,China,2023-04-29,2023-07-01,63,Approved,Mumbai,Yes,No,Online
VISA000581,Australia,Student,India,2023-07-19,2023-09-07,50,Approved,Bengaluru,Yes,Yes,Online
VISA000582,UK,Student,Bangladesh,2022-05-31,2022-08-04,65,Approved,Sao Paulo,Yes,No,Online
VISA000583,Canada,Work,Brazil,2022-05-24,2022-07-16,53,Approved,Mumbai,Yes,No,Online
VISA000584,USA,Visiting,Bangladesh,2023-07-23,2023-08-30,38,Approved,Dhaka,Yes,No,Online
VISA000585,UK,Work,Philippines,2022-02-08,2022-04-03,54,Approved,Beijing,Yes,No,Offline
VISA000586,UK,Tourist,India,2022-04-19,2022-05-28,39,Approved,Manila,Yes,No,Online
VISA000587,Canada,Tourist,Bangladesh,2023-11-24,2024-01-18,55,Approved,Beijing,Yes,No,Online
VISA000588,UK,Tourist,Philippines,2022-02-11,2022-04-19,67,Rejected,Shanghai,No,No,Online
VISA000589,UK,Work,India,2022-07-05,2022-08-12,38,Approved,Shanghai,Yes,Yes,Online
VISA000590,Canada,Work,India,2023-02-02,2023-04-03,60,Approved,Mumbai,Yes,No,Online
VISA000591,Canada,Work,Bangladesh,2022-08-11,2022-09-22,42,Approved,Abuja,Yes,No,Offline
VISA000592,UK,Tourist,India,2023-09-26,2023-11-23,58,Approved,Shanghai,Yes,No,Offline
VISA000593,USA,Visiting,China,2022-05-13,2022-07-19,67,Rejected,Shanghai,Yes,No,Online
VISA000594,Australia,Student,India,2022-06-12,2022-07-05,23,Approved,Chennai,No,Yes,Online
VISA000595,UK,Work,Nigeria,2022-08-03,2022-09-10,38,Approved,Manila,Yes,Yes,Offline
VISA000596,UK,Visiting,Philippines,2022-08-23,2022-10-11,49,Approved,Chennai,Yes,Yes,Offline
VISA000597,USA,Student,India,2023-10-20,2023-12-18,59,Approved,Manila,Yes,Yes,Online
VISA000598,UK,Student,Nigeria,2023-08-11,2023-10-02,52,Approved,Bengaluru,Yes,No,Online
VISA000599,UK,Student,India,2022-01-09,2022-03-04,54,Approved,Sao Paulo,Yes,Yes,Online
VISA000600,Australia,Visiting,India,2022-03-15,2022-06-08,85,Rejected,Shanghai,No,Yes,Online
VISA000601,Australia,Visiting,Bangladesh,2023-05-07,2023-06-12,36,Approved,Sao Paulo,Yes,Yes,Online
VISA000602,Australia,Tourist,China,2022-09-10,2022-11-21,72,Rejected,Shanghai,Yes,Yes,Online
VISA000603,Canada,Visiting,Philippines,2022-08-18,2022-10-06,49,Approved,Chennai,Yes,No,Online
VISA000604,Canada,Visiting,China,2023-06-03,2023-08-05,63,Approved,Bengaluru,Yes,No,Online
VISA000605,Australia,Visiting,Brazil,2022-06-23,2022-09-17,86,Rejected,Chennai,Yes,Yes,Offline
VISA000606,Australia,Student,Bangladesh,2023-10-15,2023-12-19,65,Approved,Chennai,Yes,Yes,Offline
VISA000607,Canada,Work,Bangladesh,2022-06-17,2022-08-16,60,Approved,Manila,Yes,Yes,Online
VISA000608,USA,Tourist,China,2022-06-19,2022-09-05,78,Rejected,Abuja,Yes,Yes,Offline
VISA000609,UK,Work,Bangladesh,2023-01-28,2023-04-09,71,Rejected,Beijing,Yes,Yes,Online
VISA000610,UK,Work,China,2023-09-26,2023-11-08,43,Approved,Mumbai,Yes,No,Offline
VISA000611,Australia,Visiting,Bangladesh,2022-07-13,2022-09-10,59,Approved,Sao Paulo,Yes,Yes,Online
VISA000612,USA,Tourist,India,2023-06-01,2023-06-30,29,Approved,Shanghai,Yes,Yes,Online
VISA000613,Canada,Work,China,2022-01-29,2022-03-16,46,Approved,Chennai,Yes,Yes,Online
VISA000614,Australia,Work,China,2022-06-14,2022-08-12,59,Approved,Abuja,Yes,No,Online
VISA000615,USA,Tourist,Nigeria,2023-02-26,2023-04-12,45,Approved,Chennai,Yes,No,Offline
VISA000616,USA,Visiting,Bangladesh,2022-12-05,2023-02-02,59,Approved,Bengaluru,No,No,Online
VISA000617,USA,Work,Bangladesh,2023-10-10,2023-12-03,54,Approved,Manila,Yes,Yes,Online
VISA000618,Canada,Student,China,2023-05-11,2023-07-13,63,Approved,Beijing,Yes,No,Online
VISA000619,Canada,Work,India,2022-12-31,2023-02-17,48,Approved,Bengaluru,Yes,Yes,Online
VISA000620,UK,Student,India,2022-12-08,2023-01-17,40,Approved,Dhaka,Yes,Yes,Online
VISA000621,UK,Visiting,Philippines,2023-05-15,2023-07-31,77,Rejected,Chennai,Yes,Yes,Online
VISA000622,USA,Work,India,2023-10-19,2023-12-05,47,Approved,Bengaluru,Yes,Yes,Offline
VISA000623,USA,Tourist,Bangladesh,2023-05-26,2023-07-29,64,Approved,Beijing,Yes,No,Offline
VISA000624,Canada,Tourist,Nigeria,2022-11-23,2023-02-07,76,Rejected,Abuja,Yes,No,Offline
VISA000625,UK,Work,China,2022-08-05,2022-10-01,57,Approved,Abuja,Yes,Yes,Online
VISA000626,USA,Visiting,Brazil,2022-10-28,2022-12-09,42,Approved,Sao Paulo,No,No,Online
VISA000627,UK,Visiting,Nigeria,2022-05-12,2022-07-03,52,Approved,Beijing,Yes,No,Online
VISA000628,UK,Tourist,Brazil,2022-03-11,2022-05-20,70,Rejected,Abuja,Yes,No,Online
VISA000629,USA,Work,Nigeria,2022-09-09,2022-11-06,58,Approved,Bengaluru,Yes,Yes,Online
VISA000630,Canada,Visiting,India,2023-02-19,2023-03-27,36,Approved,Sao Paulo,Yes,Yes,Offline
VISA000631,USA,Tourist,Bangladesh,2023-03-21,2023-05-23,63,Approved,Abuja,Yes,Yes,Online
VISA000632,USA,Student,Brazil,2022-07-01,2022-09-05,66,Rejected,Manila,Yes,No,Offline
VISA000633,UK,Work,Nigeria,2022-06-16,2022-08-04,49,Approved,Dhaka,Yes,Yes,Offline
VISA000634,USA,Student,Bangladesh,2022-04-01,2022-06-04,64,Approved,Beijing,Yes,Yes,Offline
VISA000635,Canada,Student,Brazil,2023-12-15,2024-02-11,58,Approved,Bengaluru,No,Yes,Offline
VISA000636,USA,Visiting,China,2023-06-15,2023-08-06,52,Approved,Shanghai,No,Yes,Online
VISA000637,Canada,Visiting,Nigeria,2022-02-08,2022-03-15,35,Approved,Chennai,Yes,No,Online
VISA000638,Canada,Visiting,China,2022-05-06,2022-07-16,71,Rejected,Bengaluru,Yes,No,Online
VISA000639,UK,Work,India,2023-03-27,2023-06-01,66,Rejected,Abuja,Yes,No,Online
VISA000640,Australia,Student,China,2022-06-22,2022-08-24,63,Approved,Bengaluru,Yes,No,Online
VISA000641,Australia,Work,China,2023-10-15,2024-01-01,78,Rejected,Shanghai,Yes,Yes,Online
VISA000642,UK,Visiting,Philippines,2022-08-08,2022-10-16,69,Rejected,Chennai,Yes,Yes,Online
VISA000643,USA,Student,Nigeria,2023-09-30,2023-12-04,65,Approved,Sao Paulo,No,Yes,Offline
VISA000644,UK,Work,India,2022-02-27,2022-03-20,21,Approved,Abuja,Yes,Yes,Offline
VISA000645,Canada,Work,China,2023-10-22,2024-01-02,72,Rejected,Mumbai,Yes,Yes,Online
VISA000646,Australia,Tourist,Bangladesh,2023-04-21,2023-06-16,56,Approved,Abuja,Yes,No,Online
VISA000647,UK,Work,Brazil,2023-04-01,2023-05-30,59,Approved,Dhaka,No,Yes,Online
VISA000648,USA,Visiting,China,2022-12-27,2023-02-24,59,Approved,Mumbai,Yes,No,Online
VISA000649,UK,Work,India,2022-01-01,2022-03-08,66,Rejected,Dhaka,Yes,Yes,Offline
VISA000650,Australia,Student,China,2023-01-22,2023-04-03,71,Rejected,Shanghai,Yes,Yes,Online
VISA000651,UK,Work,Brazil,2022-12-14,2023-02-16,64,Approved,Beijing,No,Yes,Online
VISA000652,UK,Tourist,India,2022-07-09,2022-09-09,62,Approved,Chennai,Yes,Yes,Offline
VISA000653,Australia,Student,Nigeria,2023-05-20,2023-07-17,58,Approved,Manila,No,Yes,Offline
VISA000654,Canada,Student,India,2022-07-10,2022-07-20,10,Approved,Sao Paulo,Yes,Yes,Online
VISA000655,Canada,Tourist,Nigeria,2023-05-23,2023-07-12,50,Approved,Manila,Yes,Yes,Online
VISA000656,Australia,Visiting,India,2023-01-04,2023-02-13,40,Approved,Shanghai,Yes,Yes,Online
VISA000657,UK,Student,Brazil,2023-02-13,2023-04-27,73,Rejected,Beijing,Yes,Yes,Online
VISA000658,Australia,Visiting,Brazil,2022-04-27,2022-06-30,64,Approved,Abuja,Yes,No,Online
VISA000659,Canada,Student,India,2022-05-14,2022-07-01,48,Approved,Bengaluru,No,No,Online
VISA000660,USA,Student,China,2022-02-27,2022-04-17,49,Approved,Dhaka,Yes,Yes,Online
VISA000661,UK,Visiting,Brazil,2023-07-10,2023-08-28,49,Approved,Shanghai,Yes,No,Online
VISA000662,Canada,Student,Nigeria,2023-11-16,2024-01-03,48,Approved,Dhaka,Yes,No,Online
VISA000663,UK,Visiting,Nigeria,2023-11-03,2023-12-06,33,Approved,Abuja,Yes,No,Offline
VISA000664,Australia,Tourist,Bangladesh,2022-06-22,2022-07-22,30,Approved,Beijing,Yes,Yes,Online
VISA000665,USA,Visiting,Philippines,2022-05-29,2022-07-23,55,Approved,Chennai,Yes,Yes,Online
VISA000666,Australia,Tourist,Philippines,2022-03-21,2022-05-31,71,Rejected,Manila,Yes,No,Offline
VISA000667,USA,Student,Philippines,2022-08-01,2022-09-16,46,Approved,Abuja,Yes,Yes,Online
VISA000668,UK,Visiting,Nigeria,2022-07-22,2022-09-19,59,Approved,Sao Paulo,No,No,Offline
VISA000669,UK,Student,Bangladesh,2022-08-17,2022-10-22,66,Rejected,Mumbai,Yes,No,Online
VISA000670,Australia,Visiting,Philippines,2023-11-07,2023-12-17,40,Approved,Shanghai,No,Yes,Online
VISA000671,USA,Tourist,Philippines,2022-08-15,2022-10-08,54,Approved,Manila,Yes,Yes,Online
VISA000672,USA,Tourist,India,2023-10-21,2023-12-05,45,Approved,Sao Paulo,Yes,Yes,Online
VISA000673,UK,Visiting,India,2023-06-16,2023-09-03,79,Rejected,Chennai,Yes,Yes,Online
VISA000674,Australia,Tourist,India,2023-03-17,2023-06-03,78,Rejected,Sao Paulo,Yes,Yes,Online
VISA000675,USA,Student,China,2023-02-06,2023-03-18,40,Approved,Beijing,No,Yes,Online
VISA000676,UK,Student,Philippines,2022-02-16,2022-04-17,60,Approved,Mumbai,Yes,Yes,Online
VISA000677,Canada,Work,China,2022-08-21,2022-10-31,71,Rejected,Dhaka,Yes,Yes,Online
VISA000678,Australia,Tourist,Bangladesh,2022-11-01,2023-01-07,67,Rejected,Manila,No,No,Online
VISA000679,Canada,Student,Nigeria,2023-06-10,2023-08-05,56,Approved,Mumbai,Yes,Yes,Online
VISA000680,Australia,Visiting,Philippines,2022-05-23,2022-08-05,74,Rejected,Bengaluru,Yes,No,Online
VISA000681,UK,Tourist,Nigeria,2023-02-19,2023-04-01,41,Approved,Abuja,Yes,No,Online
VISA000682,USA,Student,India,2023-05-28,2023-07-17,50,Approved,Bengaluru,No,Yes,Online
VISA000683,USA,Tourist,Philippines,2023-01-08,2023-02-18,41,Approved,Abuja,Yes,No,Online
VISA000684,USA,Visiting,Brazil,2023-07-20,2023-09-24,66,Rejected,Beijing,Yes,Yes,Online
VISA000685,Australia,Student,China,2022-09-16,2022-11-01,46,Approved,Mumbai,Yes,No,Offline
VISA000686,UK,Work,China,2023-10-18,2023-12-09,52,Approved,Chennai,No,Yes,Online
VISA000687,Canada,Work,Philippines,2023-04-16,2023-06-19,64,Approved,Sao Paulo,Yes,Yes,Online
VISA000688,UK,Tourist,India,2022-01-12,2022-03-18,65,Approved,Mumbai,Yes,Yes,Online
VISA000689,Canada,Visiting,China,2022-11-26,2023-01-06,41,Approved,Bengaluru,Yes,Yes,Online
VISA000690,Australia,Student,India,2022-12-24,2023-03-04,70,Rejected,Shanghai,No,Yes,Online
VISA000691,Australia,Visiting,Bangladesh,2023-02-12,2023-04-14,61,Approved,Abuja,No,Yes,Online
VISA000692,Canada,Student,Nigeria,2023-10-30,2023-12-07,38,Approved,Shanghai,No,Yes,Online
VISA000693,Canada,Tourist,Brazil,2023-01-08,2023-02-12,35,Approved,Manila,Yes,Yes,Online
VISA000694,Canada,Student,Nigeria,2022-01-08,2022-03-03,54,Approved,Shanghai,Yes,Yes,Online
VISA000695,UK,Visiting,Nigeria,2022-05-02,2022-07-08,67,Rejected,Mumbai,Yes,Yes,Online
VISA000696,Canada,Visiting,Bangladesh,2022-12-14,2023-02-20,68,Rejected,Sao Paulo,No,Yes,Online
VISA000697,Australia,Tourist,China,2023-11-07,2024-01-06,60,Approved,Manila,Yes,Yes,Online
VISA000698,Australia,Visiting,Brazil,2022-03-31,2022-05-25,55,Approved,Chennai,Yes,No,Online
VISA000699,USA,Student,China,2023-10-10,2023-12-11,62,Approved,Chennai,No,Yes,Online
VISA000700,Canada,Tourist,Philippines,2023-11-29,2024-01-10,42,Approved,Beijing,Yes,No,Online
VISA000701,UK,Student,Nigeria,2022-11-12,2023-01-31,80,Rejected,Sao Paulo,Yes,Yes,Online
VISA000702,UK,Visiting,Philippines,2022-06-27,2022-09-15,80,Rejected,Dhaka,Yes,No,Online
VISA000703,UK,Tourist,India,2023-06-24,2023-08-24,61,Approved,Shanghai,Yes,Yes,Offline
VISA000704,USA,Student,Nigeria,2022-02-10,2022-04-08,57,Approved,Manila,No,Yes,Online
VISA000705,Australia,Visiting,China,2023-12-05,2024-01-22,48,Approved,Mumbai,Yes,Yes,Online
VISA000706,UK,Visiting,Nigeria,2023-05-17,2023-07-18,62,Approved,Mumbai,Yes,Yes,Offline
VISA000707,Australia,Work,India,2022-05-25,2022-07-08,44,Approved,Dhaka,Yes,Yes,Online
VISA000708,USA,Visiting,Bangladesh,2022-07-20,2022-08-10,21,Approved,Beijing,Yes,Yes,Online
VISA000709,Canada,Student,Philippines,2023-12-25,2024-01-08,14,Approved,Dhaka,Yes,No,Offline
VISA000710,Canada,Tourist,Philippines,2023-04-06,2023-05-19,43,Approved,Abuja,Yes,Yes,Online
VISA000711,Canada,Work,China,2023-07-12,2023-09-07,57,Approved,Bengaluru,Yes,Yes,Online
VISA000712,UK,Visiting,Nigeria,2023-07-01,2023-08-29,59,Approved,Manila,Yes,No,Offline
VISA000713,Canada,Visiting,China,2022-09-10,2022-10-27,47,Approved,Bengaluru,Yes,Yes,Offline
VISA000714,UK,Visiting,Bangladesh,2023-01-25,2023-03-23,57,Approved,Dhaka,Yes,No,Online
VISA000715,USA,Student,Nigeria,2023-08-17,2023-10-06,50,Approved,Beijing,No,Yes,Online
VISA000716,USA,Work,Nigeria,2022-09-13,2022-10-23,40,Approved,Beijing,No,No,Online
VISA000717,UK,Student,China,2023-12-10,2024-02-02,54,Approved,Chennai,No,Yes,Online
VISA000718,Australia,Work,China,2023-03-26,2023-06-01,67,Rejected,Chennai,Yes,No,Online
VISA000719,Canada,Tourist,India,2022-01-10,2022-02-19,40,Approved,Manila,Yes,No,Online
VISA000720,Canada,Student,Bangladesh,2022-08-30,2022-10-09,40,Approved,Manila,Yes,Yes,Online
VISA000721,Canada,Student,India,2022-09-08,2022-10-16,38,Approved,Manila,Yes,Yes,Online
VISA000722,UK,Tourist,Philippines,2022-01-05,2022-01-30,25,Approved,Mumbai,Yes,Yes,Online
VISA000723,USA,Work,Nigeria,2022-04-29,2022-06-15,47,Approved,Chennai,Yes,No,Online
VISA000724,Canada,Visiting,China,2023-01-09,2023-03-15,65,Approved,Mumbai,No,Yes,Offline
VISA000725,USA,Tourist,Nigeria,2022-03-06,2022-05-02,57,Approved,Bengaluru,Yes,Yes,Offline
VISA000726,Canada,Visiting,Nigeria,2022-05-26,2022-07-17,52,Approved,Dhaka,Yes,Yes,Online
VISA000727,Canada,Visiting,Brazil,2022-08-12,2022-10-07,56,Approved,Shanghai,No,Yes,Offline
VISA000728,UK,Tourist,Philippines,2022-08-27,2022-10-13,47,Approved,Chennai,Yes,Yes,Offline
VISA000729,Australia,Work,Brazil,2022-06-26,2022-07-21,25,Approved,Shanghai,No,No,Online
VISA000730,UK,Visiting,Nigeria,2022-10-09,2022-12-14,66,Rejected,Beijing,No,Yes,Online
VISA000731,Canada,Tourist,China,2022-03-04,2022-05-14,71,Rejected,Chennai,No,No,Online
VISA000732,Canada,Student,Nigeria,2022-08-05,2022-09-18,44,Approved,Bengaluru,Yes,Yes,Online
VISA000733,Australia,Student,Philippines,2023-11-20,2024-01-11,52,Approved,Chennai,Yes,Yes,Online
VISA000734,USA,Student,Brazil,2023-04-06,2023-05-27,51,Approved,Mumbai,Yes,Yes,Online
VISA000735,USA,Tourist,China,2023-09-02,2023-11-01,60,Approved,Dhaka,Yes,Yes,Online
VISA000736,Canada,Student,Nigeria,2022-04-15,2022-07-04,80,Rejected,Sao Paulo,Yes,No,Online
VISA000737,USA,Visiting,Bangladesh,2022-04-09,2022-06-20,72,Rejected,Dhaka,Yes,No,Online
VISA000738,Canada,Student,Philippines,2023-05-26,2023-07-14,49,Approved,Dhaka,Yes,Yes,Offline
VISA000739,Australia,Student,Philippines,2023-01-20,2023-03-24,63,Approved,Beijing,Yes,Yes,Online
VISA000740,Australia,Visiting,Bangladesh,2023-02-09,2023-04-23,73,Rejected,Bengaluru,No,Yes,Offline
VISA000741,Canada,Student,Nigeria,2023-06-02,2023-08-02,61,Approved,Shanghai,No,No,Online
VISA000742,Australia,Visiting,Philippines,2023-04-21,2023-06-14,54,Approved,Bengaluru,Yes,No,Offline
VISA000743,UK,Student,China,2023-12-10,2024-02-09,61,Approved,Sao Paulo,Yes,No,Online
VISA000744,UK,Visiting,Nigeria,2023-10-07,2023-11-20,44,Approved,Beijing,No,Yes,Online
VISA000745,Australia,Student,Nigeria,2023-03-13,2023-04-28,46,Approved,Dhaka,Yes,Yes,Online
VISA000746,Canada,Visiting,Brazil,2022-01-23,2022-03-03,39,Approved,Mumbai,No,Yes,Online
VISA000747,Canada,Tourist,Philippines,2023-07-19,2023-09-16,59,Approved,Beijing,No,Yes,Offline
VISA000748,Australia,Visiting,Philippines,2023-11-08,2023-12-31,53,Approved,Manila,Yes,Yes,Online
VISA000749,USA,Student,Bangladesh,2023-12-15,2024-01-26,42,Approved,Chennai,No,Yes,Offline
VISA000750,UK,Student,Brazil,2023-04-03,2023-05-25,52,Approved,Bengaluru,Yes,Yes,Online
VISA000751,USA,Work,Brazil,2022-03-24,2022-05-25,62,Approved,Beijing,Yes,No,Online
VISA000752,Canada,Visiting,Philippines,2022-05-25,2022-08-16,83,Rejected,Manila,Yes,No,Offline
VISA000753,Canada,Tourist,Nigeria,2022-03-26,2022-06-04,70,Rejected,Shanghai,Yes,Yes,Online
VISA000754,USA,Visiting,Brazil,2022-03-19,2022-04-08,20,Approved,Sao Paulo,No,Yes,Online
VISA000755,Australia,Visiting,Bangladesh,2023-04-02,2023-05-30,58,Approved,Sao Paulo,Yes,Yes,Offline
VISA000756,USA,Tourist,Brazil,2022-01-01,2022-03-18,76,Rejected,Dhaka,Yes,No,Offline
VISA000757,USA,Visiting,Bangladesh,2022-02-20,2022-03-26,34,Approved,Dhaka,Yes,No,Offline
VISA000758,UK,Tourist,Brazil,2023-11-16,2024-01-18,63,Approved,Beijing,No,No,Offline
VISA000759,UK,Tourist,Bangladesh,2023-12-18,2024-02-07,51,Approved,Beijing,No,No,Online
VISA000760,USA,Visiting,Brazil,2023-03-22,2023-06-02,72,Rejected,Chennai,No,Yes,Offline
VISA000761,USA,Visiting,Brazil,2023-03-25,2023-05-25,61,Approved,Abuja,Yes,Yes,Online
VISA000762,Canada,Student,China,2023-05-03,2023-06-13,41,Approved,Shanghai,Yes,Yes,Offline
VISA000763,UK,Student,Bangladesh,2022-02-03,2022-03-26,51,Approved,Dhaka,Yes,Yes,Online
VISA000764,UK,Work,Bangladesh,2022-12-14,2023-02-04,52,Approved,Abuja,Yes,No,Online
VISA000765,Canada,Work,Bangladesh,2022-04-05,2022-05-28,53,Approved,Abuja,Yes,Yes,Online
VISA000766,Australia,Visiting,India,2022-03-13,2022-05-23,71,Rejected,Chennai,Yes,Yes,Online
VISA000767,UK,Tourist,Brazil,2023-07-05,2023-08-16,42,Approved,Mumbai,Yes,Yes,Online
VISA000768,UK,Work,Bangladesh,2022-06-03,2022-08-12,70,Rejected,Mumbai,No,No,Offline
VISA000769,Australia,Visiting,Philippines,2022-09-07,2022-10-27,50,Approved,Dhaka,Yes,Yes,Offline
VISA000770,UK,Work,India,2023-11-05,2024-01-02,58,Approved,Manila,Yes,No,Online
VISA000771,UK,Tourist,China,2023-03-14,2023-05-09,56,Approved,Chennai,Yes,Yes,Offline
VISA000772,Australia,Visiting,Bangladesh,2022-04-28,2022-06-21,54,Approved,Chennai,No,Yes,Online
VISA000773,Australia,Tourist,Bangladesh,2022-11-02,2022-12-26,54,Approved,Bengaluru,No,Yes,Online
